ID,Country,ISO3,Inward,Outward
70,United Arab Emirates,ARE,28539608985.0,107918213732.0
71,Ukraine,UKR,25737.0,8943146028.0
72,Uruguay,URY,0.0,1206847333.0
73,Venezuela,VEN,0.0,12718880.0
74,Vietnam,VNM,20022925446.0,20260698450.0
75,Zambia,ZMB,0.0,38828594.0
76,Gibraltar,GIB,1171020108.0,613122653.0
77,Monaco,MCO,8894563906.0,6062401377.0
78,Iceland,ISL,1383384984.0,3294676834.0
79,Nether. Antilles,CUW,0.0,2220502.0
80,Romania,ROU,453423518.0,4553878310.0
81,Aruba,ABW,0.0,0.0
82,Bahamas,BHS,0.0,12039435087.0
83,Bahrain,BHR,8697061478.0,10502768460.0
84,Bangladesh,BGD,727845.0,4392814.0
85,Barbados,BRB,1958068.0,2454969314.0
86,Belize,BLZ,0.0,244602865.0
87,Bolivia,BOL,0.0,374555105.0
88,Botswana,BWA,0.0,133231846.0
89,Costa Rica,CRI,0.0,3381465.0
90,Cuba,CUB,0.0,0.0
91,Dominica,DMA,0.0,0.0
92,El Salvador,SLV,0.0,15174016.0
93,Fiji,FJI,0.0,73691056.0
94,Ghana,GHA,0.0,350251989.0
95,Haiti,HTI,0.0,0.0
96,Indonesia,IDN,158691412159.0,193016059134.0
97,Iran,IRN,0.0,199267101.0
98,Jamaica,JAM,0.0,142633455.0
99,Jordan,JOR,17074953596.0,15134527410.0
100,Lesotho,LSO,0.0,5080699.0
101,Liberia,LBR,0.0,1497901538.0
102,Libyan Arab Jamahiriya,LBY,0.0,3616293126.0
103,Malawi,MWI,0.0,7079887.0
104,Mauritius,MUS,65006944.0,7397650987.0
105,Myanmar,MMR,0.0,0.0
106,Nigeria,NGA,993922336.0,15572507518.0
107,Papua New Guinea,PNG,0.0,1839495276.0
108,Seychelles,SYC,0.0,3218109437.0
109,Sri Lanka,LKA,0.0,11701854.0
110,Swaziland,SWZ,0.0,4649695.0
111,Trinidad and Tobago,TTO,0.0,26576196.0
112,Uganda,UGA,0.0,3429466.0
113,Vanuatu,VUT,0.0,19210960.0
115,"Congo, Democratic Republic of",COD,0.0,0.0
116,Zimbabwe,ZWE,6882019.0,32742201.0
117,Antigua and Barbuda,ATG,0.0,0.0
118,Virgin Islands (UK),VGB,8649891747.0,180725345516.0
119,Cameroon,CMR,0.0,4915820.0
120,Cook Islands,COK,0.0,45860504.0
121,Gabon,GAB,0.0,513231523.0
122,Guernsey,GGY,3832490990.0,10817315152.0
123,Isle of Man,IMN,2886970422.0,4667389246.0
124,Cote-D'Ivoire,CIV,0.0,229810815.0
125,Jersey,JEY,59257673370.0,48990531133.0
126,Liechtenstein,LIE,1083771352.0,4743003070.0
127,Puerto Rico,PRI,1837969284.0,1301665408.0
129,Togo,TGO,592019444.0,0.0
130,Virgin Islands (US),VIR,0.0,134545080.0
131,Oman,OMN,3803989041.0,8019063939.0
132,Algeria,DZA,0.0,957993932.0
133,Albania,ALB,0.0,170000.0
134,Andorra,AND,0.0,23304140.0
135,Anguilla,AIA,14761027.0,18223958.0
136,Central African Rep.,CAF,0.0,0.0
137,Croatia,HRV,12631320612.0,8976909143.0
138,Falkland (Malvinas),FLK,0.0,375743.0
139,Guinea,GIN,0.0,33173.0
140,Laos,LAO,0.0,0.0
141,Madagascar,MDG,0.0,180112.0
142,Maldives,MDV,0.0,1568.0
143,Namibia,NAM,2727698.0,883363733.0
144,Nepal,NPL,0.0,26703336.0
145,New Caledonia,NCL,0.0,156720388.0
146,"Korea, Dem. People's Rep. of",PRK,118099416.0,35022800.0
147,Qatar,QAT,23655119444.0,98419112625.0
149,Samoa,WSM,0.0,797207111.0
150,Suriname,SUR,0.0,578331.0
151,Yemen,YEM,0.0,14013972.0
152,Turks and Caicos Islands,TCA,0.0,276474142.0
153,Senegal,SEN,0.0,191480.0
154,Kazakhstan,KAZ,479303604.0,4896258764.0
155,Chad,TCD,0.0,0.0
156,Cape Verde,CPV,0.0,0.0
157,Sudan,SDN,0.0,53402497.0
158,Afghanistan,AFG,0.0,0.0
159,American Samoa,ASM,0.0,0.0
160,Angola,AGO,0.0,379055911.0
161,Antartics,ATA,0.0,0.0
162,Armenia,ARM,0.0,0.0
163,Azerbaijan,AZE,0.0,953363325.0
164,Benin,BEN,0.0,0.0
165,Bhutan,BTN,0.0,0.0
166,Bosnia & Herzegovina,BIH,0.0,1157085.0
167,Bouvet Island,BVT,0.0,0.0
168,British Territory Ind. Ocean,IOT,0.0,29460550.0
169,Brunei Darussalam,BRN,0.0,550310555.0
170,Burkina Faso,BFA,0.0,0.0
171,Burundi,BDI,0.0,0.0
172,Cambodia,KHM,0.0,617981.0
173,Christmas Island,CXR,0.0,27745230.0
174,Cocos (Keeling) Islands,CCK,0.0,0.0
175,Comoros,COM,0.0,0.0
176,"Congo, Republic of the",COG,0.0,470650.0
177,Djibouti,DJI,0.0,0.0
178,Dominican Republic,DOM,0.0,15574357.0
179,Timor-Leste,TLS,0.0,51773.0
180,Equatorial Guinea,GNQ,0.0,0.0
181,Eritrea,ERI,0.0,0.0
182,Ethiopia,ETH,0.0,0.0
183,Faroe Islands,FRO,0.0,195071948.0
184,France Metropolitan,FRA,0.0,0.0
185,French Antilles,FRA,0.0,0.0
186,French Guiana,GUF,0.0,0.0
187,French Polynesia,PYF,0.0,0.0
188,French Southern Territories,ATF,0.0,0.0
189,Gambia,GMB,0.0,0.0
190,Georgia,GEO,0.0,136912418.0
191,Greenland,GRL,0.0,65881700.0
192,Grenada,GRD,0.0,142.0
193,Guadeloupe,GLP,0.0,11617.0
194,Guam,GUM,0.0,0.0
195,Guinea Bissau,GNB,0.0,0.0
196,Guyana,GUY,0.0,3772950.0
197,Heard Island and McDonald Islands,HMD,0.0,0.0
198,Holy See (Vatican City State),VAT,0.0,0.0
199,Honduras,HND,0.0,0.0
200,Iraq,IRQ,0.0,423361438.0
201,Kiribati,KIR,0.0,0.0
202,Kyrgyzstan,KGZ,0.0,1203149775.0
203,Macau,MAC,20903839.0,7279666776.0
204,Macedonia,MKD,0.0,0.0
205,Mali,MLI,0.0,1373853.0
206,Marshall Islands,MHL,0.0,159941756.0
207,Martinique,MTQ,0.0,7495078.0
208,Mauritania,MRT,0.0,0.0
209,Mayotte,MYT,0.0,0.0
210,Micronesia,FSM,0.0,0.0
211,Moldova,MDA,0.0,0.0
212,Mongolia,MNG,0.0,63921788.0
213,Montserrat,MSR,0.0,0.0
214,Mozambique,MOZ,0.0,660.0
215,Nauru,NRU,0.0,0.0
216,Nicaragua,NIC,0.0,0.0
217,Niger,NER,0.0,0.0
218,Niue,NIU,0.0,0.0
219,Norfolk Island,NFK,0.0,0.0
220,Northern Mariana Islands,MNP,0.0,6589742.0
221,Palau,PLW,0.0,0.0
222,Pitcairn,PCN,0.0,0.0
223,Reunion,REU,0.0,0.0
224,Rwanda,RWA,0.0,0.0
225,San Marino,SMR,0.0,0.0
226,Sao Tome & Principe,STP,0.0,0.0
227,Sierra Leone,SLE,0.0,2004.0
228,Solomon Islands,SLB,0.0,13143.0
229,Somalia,SOM,0.0,0.0
230,South Georgia and South Sandwich Islands,SGS,0.0,0.0
231,Soviet Union,SUN,0.0,0.0
232,St. Helena,SHN,0.0,0.0
233,St. Kitts and Nevis,KNA,0.0,62262402.0
234,St. Lucia,LCA,0.0,3895890.0
235,St. Pierre and Miquelon,SPM,0.0,0.0
236,St. Vincent and the Grenadines,VCT,0.0,35062990.0
237,Svalbard and Jan Mayen,SJM,0.0,0.0
238,Syria,SYR,0.0,508400870.0
239,Tajikistan,TJK,0.0,3692208.0
240,Tokelau,TKL,0.0,0.0
241,Tonga,TON,0.0,0.0
242,Turkmenistan,TKM,0.0,0.0
243,Tuvalu,TUV,0.0,0.0
244,United States Minor Outlaying,USA,0.0,92368114.0
245,Uzbekistan,UZB,0.0,554936.0
246,Wallis and Futuna,WLF,0.0,0.0
247,West Indian States,IND,0.0,0.0
248,Western Sahara,ESH,0.0,0.0
249,England,GBR,1169859515854.0,2726962768855.0
250,Northern Ireland,GBR,0.0,137344341.0
251,Scotland,GBR,34616068663.0,271891528903.0
252,Wales,GBR,4494271853.0,94360560.0
253,West Indies (British),GBR,0.0,0.0
254,West Indies (French),FRA,0.0,0.0
255,Channel Islands,GBR,0.0,364300925.0
256,Serbia,SRB,0.0,11705819.0
258,Republic of Kosovo,XKX,0.0,0.0
259,Montenegro,MNE,0.0,12872847.0
282,・・and Islands,,0.0,0.0
283,"Bonaire, St. Eustatius and Saba",BES,0.0,0.0
284,Curacao,CUW,0.0,4025453940.0
285,Palestinian Territories,PSE,659045666.0,1150533790.0
286,Sint Maarten,SXM,0.0,0.0
287,Saint Barthelemy,BLM,0.0,302505.0
288,Saint Martin,MAF,0.0,0.0
289,Sudan (South),SSD,0.0,0.0
0,,,12233914905526.0,796241760.0
